X,Y,FID,AUNumber,InstName,Category,IU,PhoneNumbe,LocationAd,LocationCi,LocationSt,LocationZi,Location_1,Title,Salutation,FirstName,MiddleInit,LastName,AdminPhone,AdminPho_1
-79.832595484141294,40.349094369230095,24,203020455,Auberle,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)673-5800,1101 Hartman St,Mc Keesport,PA,15132,1500, , , , , , , 
-79.810534615173069,40.392472736708079,25,300020530,Auberle Girls Group Home,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,201 Caldwell Ave,Wilmerding,PA,15148,1105, , , , , , , 
-79.849756612766527,40.348564562789754,26,300020520,Auberle Goal I & II Apts,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,810 Evans Ave,Mc Keesport,PA,15132,2007, , , , , , , 
-79.825590362266922,40.354522427981948,27,300020550,Auberle Semi-Ind Living Prog,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,1028 Lincoln Way,Mc Keesport,PA,15132,1453, , , , , , , 
-79.844543923633083,40.343809087974471,28,300020560,Auberle Semi-Ind Living Prog,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,1318 Hamilton St,Mc Keesport,PA,15132,5211, , , , , , , 
-79.847366134710057,40.370746561671204,29,300020580,Auberle Shelter Group Home,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,122 S 3rd St,Duquesne,PA,15110,1214, , , , , , , 
-79.812092992765031,40.378355762413143,30,300020695,Auberle Youth & Fam Comm Prog,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,1305 5th Ave,East Mc Keesport,PA,15035,1603, , , , , , , 
-79.881447403614217,40.423590039681073,31,300020700,Augustana Camp Association,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,7807 Saint Lawrence Ave,Pittsburgh,PA,15218,1932, , , , , , , 
-79.883825033965508,40.455308450801141,32,300020800,Auntie Sherrys Christ Child C,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)241-5228,8020 Frankstown Ave,Pittsburgh,PA,15221,1330, , , , , , , 
-80.081982758572465,40.584170268677354,33,202020555,Bellwood Kindergarten,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)366-3812,2359 W Ingomar Rd,Pittsburgh,PA,15237,1625,Principal,Ms,Linda, ,Moser, , 
-80.071434222178411,40.499354502816175,34,300021230,Better Beginnings Child DC Ctr,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)761-8850,537 Ohio River Blvd,Pittsburgh,PA,15202,2325, , , , , , , 
-80.070976728170507,40.423151366937105,35,202021005,Bishop Canevin High School,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)922-7400,2700 Morange Rd,Pittsburgh,PA,15205,4243,Principal,Mr,Kenneth, ,Sinagra, , 
-80.057659861650222,40.627225794179751,36,203025445,Blessed Francis Seelos Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)935-1152,201 Church Rd,Wexford,PA,15090,8842,Principal,Mr,Robert, ,Reese, , 
-79.931728806808863,40.553992911283927,37,203027365,Blessed Trinity Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)486-7611,2510 Middle Road,Glenshaw,PA,15116,0,Principal,Mrs,Jessica, ,Rock, , 
-79.959716383627622,40.471568279374843,38,300021330,Boys Club of Western PA,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)682-3031,4412 Butler St,Pittsburgh,PA,15201,3096, , , , , , , 
-79.888865557381507,40.575023155993087,39,300021390,Bradley Center,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2,(999)999-9999,3710 Saxonburg Blvd,Pittsburgh,PA,15238,0, , , , , , , 
-79.92981316204191,40.564030473493332,40,300021400,Bradley Center - Hampton,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,3999 Middle Rd,Allison Park,PA,15101,0, , , , , , , 
-80.154550701009441,40.443037560619821,41,300630351,Bradley School,"Licensed, Private Academic School",Allegheny IU 3,(412)788-8219,5180 Campbells Run Road,Pittsburgh,PA,15205,0,Director,Ms,Charissa,D,Rychcik,(412)855-4817, 
-79.997091960629902,40.444085258613967,42,300020160,Brightside Academy,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2,(412)560-0237,935 Penn Avenue,Pittsburgh,PA,15222,0,Director,Mr,John, ,Yuhaschek,(412)697-1532,370
-79.887193647110678,40.381100609247042,43,203021595,Calvary Baptist Nursery & Kindergarten,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)461-6211,120 Anborn Dr,West Mifflin,PA,15122,0,Principal, ,Yvonne, ,Chasko, , 
-79.963280791775475,40.438237276425319,44,202021105,Campus School of Carlow University,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)578-6157,3333 5th Ave Tiernan Hall,Pittsburgh,PA,15213,3109,Principal, ,Tawana, ,Cook Purnell, , 
-79.943399096447649,40.4442129833919,45,203020012,Carnegie Mellon University Childrens School,"Licensed, Private Academic School",Allegheny IU 3,(412)268-2199,5000 Forbes Avenue,Pittsburgh,PA,15213,0,Director,Ms,Linda,E,Hancock,(412)268-2198, 
-79.943399096447649,40.4442129833919,46,203020012,Carnegie Mellon University Childrens School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)268-2199,5000 Forbes Avenue,Pittsburgh,PA,15213,0,Director,Ms,Linda,E,Hancock,(412)268-2198, 
-80.184674008043132,40.521391703180662,47,300021660,Carol Leone Gymnastics and Daycare,"Licensed, Private Academic School",Allegheny IU 3,(412)262-1638,551 Thorn Run Rd,Moon Township,PA,15108,0,Director,Ms,Brenda, ,Burke,(724)457-7776, 
-79.926747454522328,40.442728589597046,48,300021560,Carriage House Childrens Ctr,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)421-0300,5604 Solway Street,Pittsburgh,PA,15217,0,Director,Ms,Deborah,A,Welch,(724)772-2016, 
-79.982976374142723,40.387244558067032,49,300021630,Carrick Ave Group Home,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,10 Carrick Ave,Pittsburgh,PA,15210,4322, , , , , , , 
-79.958607223864846,40.467663118962662,50,300021520,Catholic Youth Assoc Pbgh,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)621-3342,286 Main St,Pittsburgh,PA,15201,2808, , , , , , , 
-79.976328033454806,40.445887297443683,51,202021205,Central Academy,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)566-1440,2200 Wylie Ave,Pittsburgh,PA,15219,4526,Principal,Mrs,Donna,M,Roberts, , 
-79.945691505424577,40.446779381183553,52,202021305,Central Catholic,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)208-3400,4720 5th Ave,Pittsburgh,PA,15213,2916,Principal,Br,Anthony, ,Baginski, , 
-80.066495862363055,40.443258947743026,53,300021670,Cheryls Day Care,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2,(412)921-9229,35 Ingram Ave,Pittsburgh,PA,15205,2323, , , , , , , 
-79.800327886846304,40.541832851960351,54,203020255,Cheswick Christian Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)274-4846,1407 Pittsburgh St,Cheswick,PA,15024,1448,Principal,Mr,Todd,M,Rosio, , 
-79.996967687693498,40.444323118958977,55,300021760,Children & Yth Srvc Allgy Co,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,933 Penn Ave,Pittsburgh,PA,15222,3815, , , , , , , 
-79.919513481439424,40.443106147806098,56,300024910,Childrens Institute of Pittsburgh,Approved Private School,Pittsburgh-Mt Oliver IU 2,(412)420-2487,1405 Shady Avenue,Pittsburgh,PA,15217,0,Director,Ms,Cynthia, ,Morelock,(412)335-5583, 
-80.101499460315509,40.429361975513636,57,300021680,Childrens Services of W PA,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2,(412)394-9396,1116 Pennsbury Blvd,Pittsburgh,PA,15205,1616, , , , , , , 
-79.900998805480057,40.491176724285076,58,203027965,Christ the Divine Tchr Cath Ac,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)780-7927,205 Brilliant Ave,Pittsburgh,PA,15215,3121,Principal,Mr,Mark, ,Gurich, , 
-79.828481418430641,40.446612294597386,59,300021770,Christian Church in PA,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,670 Rodi Rd,Penn Hills,PA,15235,4524, , , , , , , 
-80.052042175155762,40.429721197492711,60,300029510,Circle C Youth and Family,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,2121 Noblestown Rd,Pittsburgh,PA,15205,3956, , , , , , , 
-79.866532137759435,40.351569809864785,61,300021830,City of McKeesport,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,201 Lysle Blvd,Mc Keesport,PA,15132,2625, , , , , , , 
-79.917801651834012,40.427353395786504,62,202021405,Community Day School,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)521-1100,6424 Forward Ave,Pittsburgh,PA,15217,2521,Principal, ,AVi,B,Munro, , 
-80.007027837915345,40.451917434091399,63,300020018,Community Development Institute,"Other Private, Non-Licensed Entity", ,(412)231-3700,10 Allegheny Center,Pittsburgh,PA,15212,0, , , , , , , 
-79.961226259380751,40.433440920927218,64,300021810,Community Human Services Corp,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,374 Lawn St,Pittsburgh,PA,15213,4214, , , , , , , 
-79.966192634954879,40.400247025826893,65,300021610,Community Specialists Corporation DBA The Academy,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)885-5242,900 Agnew Rd,Pittsburgh,PA,15227,3902, , , , , , , 
-79.906796467645066,40.389612209220715,66,300021620,Conleys Creative Child Care,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2,(412)461-3388,3200 W Run Rd,Munhall,PA,15120,2812, , , , , , , 
-79.93489362635205,40.334203463649125,67,300029770,Cornerstone Christian Prep-Wilson Campus,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)466-1919,1900 Clairton Road,West Mifflin,PA,15122,0,Principal, ,Cindi, ,McCall, , 
-79.990745700015836,40.416463074104527,68,300021890,Council 3 Rvs Amr in Ctr Inc,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)488-2750,200 Charles St,Pittsburgh,PA,15238,1041, , , , , , , 
-80.083118521942367,40.432328448057909,69,300021850,Crafton Childrens Corner,"Licensed, Private Academic School",Allegheny IU 3,(412)921-2273,545 Hamilton Road,Pittsburgh,PA,15205,0,Director,Ms,Judith,F,Albenze,(412)215-0724, 
-80.041745634165224,40.424520533812526,70,300021860,Crafton Childrens Corner,"Licensed, Private Academic School",Allegheny IU 3,(412)922-2273,875 Greentree Road,Pittsburgh,PA,15220,0,Director,Ms,Maureen, ,Karas,(412)831-3913, 
-80.023529574375956,40.57216490029154,71,300022140,Dairy & Nutrition Cncl Mideast,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)367-9120,9370 McKnight Rd Ste 306,Pittsburgh,PA,15237,5953, , , , , , , 
-79.923372111199043,40.456677098943388,72,300022250,DePaul Institute,Approved Private School,Allegheny IU 3,(412)924-1012,6202 Alder St,Pittsburgh,PA,15206,0,Director,Ms,Mary Jo, ,Maynard,(412)523-6482, 
-80.069128429202081,40.420696521538432,73,300027640,Diocesan Purchasing Commission,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)922-6400,2900 Noblestown Road,Pittsburgh,PA,15205,4227, , , , , , , 
-79.905843336263999,40.542640095148798,74,303020409,Discovery School at Beechwood,"Licensed, Private Academic School",Allegheny IU 3,(412)423-5403,614 Dorseyville Rd,Pittsburgh,PA,15238,0,Director, ,Jessica, ,Handron,(412)559-6031, 
-79.85165144985659,40.421514233586983,75,202027445,East Catholic School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)351-5403,2001 Ardmore Blvd,Pittsburgh,PA,15221,0,Principal,Sr,Judith, ,"Stojhovic, RSM", , 
-79.707638199474658,40.458073525807535,76,300022840,East Suburban YMCA,"Other Private, Non-Licensed Entity",Allegheny IU 3,(724)327-4667,2200 Route 286,Pittsburgh,PA,15239,2730, , , , , , , 
-79.90292624153345,40.40704476786312,77,300026270,East Valley Area BSA,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,510 E 10th Ave,Munhall,PA,15120,1910, , , , , , , 
-79.964057514696009,40.357676751882813,78,300023260,Easter Seals of Western and Central PA,Approved Private School,Pittsburgh-Mt Oliver IU 2,(412)281-7244,41 Macek Drive,Pittsburgh,PA,15227,0,Director,Ms,Patricia, ,Braendle,(412)269-7566, 
-80.059774160757456,40.633506531135239,79,203022325,Eden Christian Acad - Wexford,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)935-9301,12121 Perry Highway -Suite 101,Wexford,PA,15090,8345,Principal,Mrs,Carrie,A,Powers, , 
-80.106023973465994,40.559427707958996,80,203020004,Eden Christian Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)741-2825,318 Nicholson Road,Sewickley,PA,15143,0,Principal,Mr,Thomas,R,Aiken, , 
-80.003325571609054,40.530784737298752,81,203022345,Eden Christian Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)364-8055,206 Siebert Rd,Pittsburgh,PA,15237,3786,Principal,Mrs,Kimberly,A,Highland, , 
-80.016058593381771,40.40403748904496,82,300023216,Elizabeth Seton Ctr Inc,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,1900 Pioneer Ave,Pittsburgh,PA,15226,1299, , , , , , , 
-79.917916943414198,40.454274254927192,83,202028805,Ellis School,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)661-5992,6425 5th Ave,Pittsburgh,PA,15206,4419,Principal,Mrs,Macon, ,Finley, , 
-79.90919127198795,40.403308722644141,84,300023180,Eloise & Edith School,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2,(412)881-4293,108 W 12th Ave,Homestead,PA,15120,1457, , , , , , , 
-80.002363667280903,40.47758930000667,85,300022600,Ernest T Williams Mem Ctr,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,101 Hazlett St,Pittsburgh,PA,15214,2499, , , , , , , 
-80.032717326607951,40.662439366564193,86,303020085,Euro Academy,"Licensed, Private Academic School",Allegheny IU 3,(724)553-8356,210 Pearce Mill Rd,Wexford,PA,15090,0,Director,Ms,Jana,B,Putos,(724)553-8356, 
-79.959650984478301,40.447073710893768,87,202028905,Falk Laboratory School,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)624-8020,4060 Allequippa Street,Pittsburgh,PA,15261,0,Principal, ,Jeff, ,Suzik, , 
-80.118242922639297,40.652132186031032,88,300023570,Family Development Center,"Licensed, Private Academic School",Allegheny IU 3,(724)935-6199,670 Pleasant Hill Road,Wexford,PA,15090,0,Director,Ms,Krista,L,Dignazio,(724)935-0896, 
-80.084077655866182,40.672982216463211,89,300027490,Family Resources,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,1100 Freeport Rd,Mars,PA,16046,9419, , , , , , , 
-79.861140532069157,40.424983779216483,90,300023750,Forest Hills Nursery School,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)241-9414,1840 Ardmore Blvd,Pittsburgh,PA,15221,0,Director,Ms,Elizabeth, ,Wolf,(724)744-1061, 
-79.892231172848568,40.523276547830598,91,203022675,Fox Chapel Country Day,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)963-8644,620 Squaw Run Rd E,Pittsburgh,PA,15238,1924,Principal, ,Sharon,A,Smith, , 
-79.926747454522328,40.442728589597046,92,300024030,Friends Indeed Ncojw,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,5604 Solway St,Pittsburgh,PA,15217,1267, , , , , , , 
-79.877344532708634,40.477339236568994,93,300023960,Friends United Ngb Dev,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,2025 Lincoln Rd,Verona,PA,15147,1554, , , , , , , 
-80.00134898333657,40.441796193125846,94,300024260,Girl Scouts of SW PA,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)566-2570,606 Liberty Ave,Pittsburgh,PA,15222,2721, , , , , , , 
-79.957127227874693,40.529147364101895,95,300024300,Glenn Avenue Preschool Assn,"Licensed, Private Academic School",Allegheny IU 3,(412)487-5366,1520 Butler Plank Road,Glenshaw,PA,15116,0,Director,Ms,Billie,J,Powers,(412)782-3397, 
-80.059922006385236,40.616068864455045,96,303020078,Goddard School,"Licensed, Private Academic School",Allegheny IU 3,(724)935-1100,3000 Brooktree Rd,Wexford,Pa,15090,0,Director,Ms,Bridget,K,Grottenthaler,(412)629-8723, 
-79.999717563728851,40.440714513005602,97,303022410,Goddard School,"Licensed, Private Academic School",Allegheny IU 3,(412)515-1997,301 5th Ave,Pittsburgh,PA,15222,0,Director, ,Shanna, ,Litchko,(724)831-7526, 
-80.066754589741294,40.362238751419362,98,303026503,Goddard School,"Licensed, Private Academic School",Allegheny IU 3,(412)564-3600,655 Painters Run Rd,Pittsburgh,PA,15228,0,Director,Ms,Kayla, ,Dobbin,(724)554-1018, 
-80.211019469014076,40.505340247147394,99,303027114,Goddard School,"Licensed, Private Academic School",Allegheny IU 3,(412)262-1821,800 Commerce Ave,Moon Township,PA,15108,0,Director,Ms,Angela, ,Caracciolo,(412)576-3317, 
-79.738695024073508,40.44902132917732,100,202022705,Grace Non-Traditional Christian Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)871-5445,301 College Park Drive,Monroeville,PA,15146,0,Principal,Mr,Ronald,L,Malamisuro, , 
-80.025908483928205,40.458307041477248,101,202020001,Greater Allen Christian Academy,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)322-1151,1810 Fulton Street,Pittsburgh,PA,15233,0,Principal,Ms,Barbara, ,Joy, , 
-79.738695024073508,40.44902132917732,102,203022945,Greater Works Christian School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)327-6500,301 College Park Dr,Monroeville,PA,15146,1533,Principal, ,J.R., ,Garner, , 
-79.722272175864518,40.663744487862331,103,207652255,Harvest Baptist Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)295-0607,224 Harvest Lane,Natrona Heights,PA,15065,0,Principal,Mr,Charlie,G,Rousey, , 
-80.033472029125932,40.344054781447291,104,203022975,Hillcrest Christian Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)854-4040,2500 Bethel Church Rd,Bethel Park,PA,15102,2033,Principal,Mr,Alan, ,Ciechanowski, , 
-79.924973989708633,40.434955484298456,105,202023005,Hillel Academy of Pittsburgh,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)521-8131,5685 Beacon St,Pittsburgh,PA,15217,0,Director,Rabbi,Samuel,D,Weinberg,(412)521-4284, 
-80.010604592508471,40.529417182029952,106,202027985,Holy Cross Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)364-7171,307 Siebert Rd,Pittsburgh,PA,15237,0,Principal, ,John, ,Benzing, , 
-80.099540629939568,40.510572162239747,107,203027948,Holy Family Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)307-1001,8235 Ohio River Boulevard,Pittsburgh,PA,15202,0,Principal, ,Joseph, ,Oliphant, , 
-80.039544404189641,40.49565207681016,108,300024478,Holy Family Institute Specialized Learning,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)766-9020,100 Enger Avenue,Pittsburgh,PA,15214,0,Director,Mr,Ronald,W,Zangaro,(724)584-8073, 
-80.136329178564935,40.452315319948305,109,203023295,Holy Trinity School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)787-2656,5720 Steubenville Pike,McKees Rocks,PA,15136,0,Principal,Mrs,Kimberly,N,Stevenson, , 
-79.903725274114052,40.376460936743072,110,203020005,Homestead Park United Methodist Church Kindergarten,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)462-7089,4231 Shady Avenue,Munhall,PA,15120,0,Principal, ,unknown, ,unknown, , 
-80.059738518301913,40.634865020882266,111,303027671,Hope Academy of Wexford,"Licensed, Private Academic School",Allegheny IU 3,(724)933-4673,12300 Perry Highway,Wexford,PA,15090,0,Director,Ms,Jennifer,L,Simpkins,(412)498-3765, 
-80.005693474104106,40.517788096933963,112,300024660,Huntington Learning Center,"Licensed, Private Academic School",Allegheny IU 3,(412)367-7787,4721 McKnight Rd,Pittsburgh,PA,15237,0,Director,Ms,Jeanne, ,Vendeland,(412)264-4174, 
-79.750692615784388,40.433919945484107,113,300024690,Huntington Learning Center,"Licensed, Private Academic School",Allegheny IU 3,(412)856-5250,4326 Northern Pike,Monroeville,PA,15146,0,Director,Ms,Denise, ,Barrett,(412)798-1169, 
-79.872411471156823,40.453084729875009,114,203023465,Imani Christian Academy,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)731-7982,2150 East Hills Drive,Pittsburgh,PA,15221,0,Director,Ms,Keisha, ,Montgomery,(412)224-3552, 
-79.872411471156823,40.453084729875009,115,203023465,Imani Christian Academy,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)731-7982,2150 East Hills Drive,Pittsburgh,PA,15221,0,Director,Ms,Keisha, ,Montgomery,(412)224-3552, 
-80.042779253697447,40.3874658270935,116,203023675,Jubilee Christian School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)561-5917,255 Washington Road,Pittsburgh,PA,15216,0,Principal, ,Robert, ,Hart, , 
-79.892371565154434,40.436506089915596,117,300029255,Kentucky Avenue Childrens Center,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)361-6554,905 Mifflin Avenue,Wilkinsburg,PA,15221,0,Director,Ms,Fran, ,Weingrad,(412)731-9339, 
-79.929374662012378,40.450420836124287,118,302020005,Kentucky Avenue School,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)361-5332,5701 Fifth Avenue,Pittsburgh,PA,15232,0,Director,Ms,Aimee,M,DeFoe,(412)931-3418, 
-79.760235292385133,40.431931447665825,119,300022860,Kinder Care Learning Center,"Licensed, Private Academic School",Allegheny IU 3,(412)372-3140,2630 Pitcairn Rd,Monroeville,PA,15146,0,Director,Ms,Bonnie,J,Corey,(724)834-4922, 
-80.21027770672778,40.504731703659424,120,300024510,Kinder Care Learning Center,"Licensed, Private Academic School",Allegheny IU 3,(412)262-1174,700 Commerce Dr,Moon Township,PA,15108,0,Director,Ms,Shawna,N,Kushner,(717)658-6703, 
